C1;H1;L1;C1;V1;O2;H2;L2;C2;V2;O3;H3;L3;C3;V3;O4;H4;L4;C4;V4;Final
7200.77;7212.5;6924.74;6965.71;31951.48393;6965.49;7405;6871.04;7344.96;68428.50045;7345;7404;7272.21;7354.11;29987.97498;7354.19;7495;7318;7358.75;38331.0856;TRUE
6965.49;7405;6871.04;7344.96;68428.50045;7345;7404;7272.21;7354.11;29987.97498;7354.19;7495;7318;7358.75;38331.0856;7357.64;7795.34;7346.76;7758;54635.69532;TRUE
7345;7404;7272.21;7354.11;29987.97498;7354.19;7495;7318;7358.75;38331.0856;7357.64;7795.34;7346.76;7758;54635.69532;7758.9;8207.68;7723.71;8145.28;91171.68466;FALSE
7354.19;7495;7318;7358.75;38331.0856;7357.64;7795.34;7346.76;7758;54635.69532;7758.9;8207.68;7723.71;8145.28;91171.68466;8145.92;8455;7870;8055.98;112622.6426;FALSE
7357.64;7795.34;7346.76;7758;54635.69532;7758.9;8207.68;7723.71;8145.28;91171.68466;8145.92;8455;7870;8055.98;112622.6426;8054.72;8055.96;7750;7817.76;64239.51983;TRUE
7758.9;8207.68;7723.71;8145.28;91171.68466;8145.92;8455;7870;8055.98;112622.6426;8054.72;8055.96;7750;7817.76;64239.51983;7817.74;8199;7672;8197.02;82406.77745;FALSE
8145.92;8455;7870;8055.98;112622.6426;8054.72;8055.96;7750;7817.76;64239.51983;7817.74;8199;7672;8197.02;82406.77745;8198.86;8286.34;8003.16;8020.01;54810.03267;TRUE
8054.72;8055.96;7750;7817.76;64239.51983;7817.74;8199;7672;8197.02;82406.77745;8198.86;8286.34;8003.16;8020.01;54810.03267;8020.01;8197;7960;8184.98;38131.49434;FALSE
7817.74;8199;7672;8197.02;82406.77745;8198.86;8286.34;8003.16;8020.01;54810.03267;8020.01;8197;7960;8184.98;38131.49434;8184.97;8196;8055.89;8110.34;31159.75568;TRUE
8198.86;8286.34;8003.16;8020.01;54810.03267;8020.01;8197;7960;8184.98;38131.49434;8184.97;8196;8055.89;8110.34;31159.75568;8110.34;8880;8105.54;8810.01;120399.1267;TRUE
8020.01;8197;7960;8184.98;38131.49434;8184.97;8196;8055.89;8110.34;31159.75568;8110.34;8880;8105.54;8810.01;120399.1267;8814.64;8916.48;8564;8821.41;84816.29761;FALSE
8184.97;8196;8055.89;8110.34;31159.75568;8110.34;8880;8105.54;8810.01;120399.1267;8814.64;8916.48;8564;8821.41;84816.29761;8820.01;8859.81;8586;8720.01;51991.07428;TRUE
8110.34;8880;8105.54;8810.01;120399.1267;8814.64;8916.48;8564;8821.41;84816.29761;8820.01;8859.81;8586;8720.01;51991.07428;8720.15;9041.65;8672.44;8913.28;70897.73738;TRUE
8814.64;8916.48;8564;8821.41;84816.29761;8820.01;8859.81;8586;8720.01;51991.07428;8720.15;9041.65;8672.44;8913.28;70897.73738;8913.27;8988.88;8806.38;8915.96;38294.74655;FALSE
8820.01;8859.81;8586;8720.01;51991.07428;8720.15;9041.65;8672.44;8913.28;70897.73738;8913.27;8988.88;8806.38;8915.96;38294.74655;8915.09;9198.98;8466;8701.7;70676.88926;FALSE
8720.15;9041.65;8672.44;8913.28;70897.73738;8913.27;8988.88;8806.38;8915.96;38294.74655;8915.09;9198.98;8466;8701.7;70676.88926;8701.72;8746.99;8521.28;8642.35;38896.63975;TRUE
8913.27;8988.88;8806.38;8915.96;38294.74655;8915.09;9198.98;8466;8701.7;70676.88926;8701.72;8746.99;8521.28;8642.35;38896.63975;8642.35;8789;8488;8736.03;36494.68766;FALSE
8915.09;9198.98;8466;8701.7;70676.88926;8701.72;8746.99;8521.28;8642.35;38896.63975;8642.35;8789;8488;8736.03;36494.68766;8736.04;8818;8590;8682.36;29080.55714;FALSE
8701.72;8746.99;8521.28;8642.35;38896.63975;8642.35;8789;8488;8736.03;36494.68766;8736.04;8818;8590;8682.36;29080.55714;8682.77;8691.81;8306.39;8404.52;48165.9446;TRUE
8642.35;8789;8488;8736.03;36494.68766;8736.04;8818;8590;8682.36;29080.55714;8682.77;8691.81;8306.39;8404.52;48165.9446;8404.52;8528.02;8238;8439;41687.52953;FALSE
8736.04;8818;8590;8682.36;29080.55714;8682.77;8691.81;8306.39;8404.52;48165.9446;8404.52;8528.02;8238;8439;41687.52953;8438.99;8451.26;8254.9;8340.58;25521.15793;TRUE
8682.77;8691.81;8306.39;8404.52;48165.9446;8404.52;8528.02;8238;8439;41687.52953;8438.99;8451.26;8254.9;8340.58;25521.15793;8340.01;8618.13;8293.66;8615;31130.48516;TRUE
8404.52;8528.02;8238;8439;41687.52953;8438.99;8451.26;8254.9;8340.58;25521.15793;8340.01;8618.13;8293.66;8615;31130.48516;8614.39;9000;8535;8907.57;53973.543;TRUE
8438.99;8451.26;8254.9;8340.58;25521.15793;8340.01;8618.13;8293.66;8615;31130.48516;8614.39;9000;8535;8907.57;53973.543;8907.57;9400;8862.4;9374.21;74584.85377;FALSE
8340.01;8618.13;8293.66;8615;31130.48516;8614.39;9000;8535;8907.57;53973.543;8907.57;9400;8862.4;9374.21;74584.85377;9375.34;9449.24;9216;9301.53;53864.06512;TRUE
8614.39;9000;8535;8907.57;53973.543;8907.57;9400;8862.4;9374.21;74584.85377;9375.34;9449.24;9216;9301.53;53864.06512;9301.57;9578;9204.44;9513.21;60626.74426;FALSE
8907.57;9400;8862.4;9374.21;74584.85377;9375.34;9449.24;9216;9301.53;53864.06512;9301.57;9578;9204.44;9513.21;60626.74426;9511.52;9530.22;9210.01;9352.89;45552.02235;TRUE
9375.34;9449.24;9216;9301.53;53864.06512;9301.57;9578;9204.44;9513.21;60626.74426;9511.52;9530.22;9210.01;9352.89;45552.02235;9351.71;9464.53;9281;9384.61;28578.06735;FALSE
9301.57;9578;9204.44;9513.21;60626.74426;9511.52;9530.22;9210.01;9352.89;45552.02235;9351.71;9464.53;9281;9384.61;28578.06735;9384.41;9477.03;9120;9331.51;45690.91254;FALSE
9511.52;9530.22;9210.01;9352.89;45552.02235;9351.71;9464.53;9281;9384.61;28578.06735;9384.41;9477.03;9120;9331.51;45690.91254;9331.59;9618.79;9234;9292.24;50892.13345;FALSE
9351.71;9464.53;9281;9384.61;28578.06735;9384.41;9477.03;9120;9331.51;45690.91254;9331.59;9618.79;9234;9292.24;50892.13345;9291.35;9350;9093.01;9197.02;53308.17527;TRUE
9384.41;9477.03;9120;9331.51;45690.91254;9331.59;9618.79;9234;9292.24;50892.13345;9291.35;9350;9093.01;9197.02;53308.17527;9197.02;9744.45;9177.22;9612.04;64870.41562;TRUE
9331.59;9618.79;9234;9292.24;50892.13345;9291.35;9350;9093.01;9197.02;53308.17527;9197.02;9744.45;9177.22;9612.04;64870.41562;9612.03;9862.57;9526.35;9772;64949.70659;TRUE
9291.35;9350;9093.01;9197.02;53308.17527;9197.02;9744.45;9177.22;9612.04;64870.41562;9612.03;9862.57;9526.35;9772;64949.70659;9772;9885;9730;9813.73;43966.11463;TRUE
9197.02;9744.45;9177.22;9612.04;64870.41562;9612.03;9862.57;9526.35;9772;64949.70659;9772;9885;9730;9813.73;43966.11463;9813.87;9940;9667.11;9895.05;43600.84367;TRUE
9612.03;9862.57;9526.35;9772;64949.70659;9772;9885;9730;9813.73;43966.11463;9813.87;9940;9667.11;9895.05;43600.84367;9895.04;10166;9880.75;10151.75;43408.47562;FALSE
9772;9885;9730;9813.73;43966.11463;9813.87;9940;9667.11;9895.05;43600.84367;9895.04;10166;9880.75;10151.75;43408.47562;10151.72;10188;9756;9851.83;59573.08462;TRUE
9813.87;9940;9667.11;9895.05;43600.84367;9895.04;10166;9880.75;10151.75;43408.47562;10151.72;10188;9756;9851.83;59573.08462;9851.74;10323.59;9700;10223.08;62422.39522;TRUE
9895.04;10166;9880.75;10151.75;43408.47562;10151.72;10188;9756;9851.83;59573.08462;9851.74;10323.59;9700;10223.08;62422.39522;10223.08;10450;10223.08;10326.46;61008.06393;FALSE
10151.72;10188;9756;9851.83;59573.08462;9851.74;10323.59;9700;10223.08;62422.39522;10223.08;10450;10223.08;10326.46;61008.06393;10325.33;10500;10080;10229.63;79344.35876;TRUE
9851.74;10323.59;9700;10223.08;62422.39522;10223.08;10450;10223.08;10326.46;61008.06393;10325.33;10500;10080;10229.63;79344.35876;10227.78;10381.56;10111.37;10344.36;47038.48017;FALSE
10223.08;10450;10223.08;10326.46;61008.06393;10325.33;10500;10080;10229.63;79344.35876;10227.78;10381.56;10111.37;10344.36;47038.48017;10344.36;10375;9801;9904.72;57657.20295;TRUE
10325.33;10500;10080;10229.63;79344.35876;10227.78;10381.56;10111.37;10344.36;47038.48017;10344.36;10375;9801;9904.72;57657.20295;9904.46;10050;9638.12;9917.27;60023.99954;FALSE
10227.78;10381.56;10111.37;10344.36;47038.48017;10344.36;10375;9801;9904.72;57657.20295;9904.46;10050;9638.12;9917.27;60023.99954;9910.7;9964.16;9452.67;9706;70261.0119;TRUE
10344.36;10375;9801;9904.72;57657.20295;9904.46;10050;9638.12;9917.27;60023.99954;9910.7;9964.16;9452.67;9706;70261.0119;9706;10250;9576.01;10164.71;70604.12402;FALSE
9904.46;10050;9638.12;9917.27;60023.99954;9910.7;9964.16;9452.67;9706;70261.0119;9706;10250;9576.01;10164.71;70604.12402;10164.78;10250;9350;9593.79;55162.5869;TRUE
9910.7;9964.16;9452.67;9706;70261.0119;9706;10250;9576.01;10164.71;70604.12402;10164.78;10250;9350;9593.79;55162.5869;9594.65;9699;9400;9596.42;60152.34291;TRUE
9706;10250;9576.01;10164.71;70604.12402;10164.78;10250;9350;9593.79;55162.5869;9594.65;9699;9400;9596.42;60152.34291;9597.21;9755.51;9550.21;9677.05;42181.55452;FALSE
10164.78;10250;9350;9593.79;55162.5869;9594.65;9699;9400;9596.42;60152.34291;9597.21;9755.51;9550.21;9677.05;42181.55452;9677.05;9709.17;9560.02;9650.86;24636.75762;TRUE
9594.65;9699;9400;9596.42;60152.34291;9597.21;9755.51;9550.21;9677.05;42181.55452;9677.05;9709.17;9560.02;9650.86;24636.75762;9650.85;9990;9645;9936.4;37702.08984;FALSE
9597.21;9755.51;9550.21;9677.05;42181.55452;9677.05;9709.17;9560.02;9650.86;24636.75762;9650.85;9990;9645;9936.4;37702.08984;9936.4;9990;9473.56;9656.13;55796.59612;FALSE
9677.05;9709.17;9560.02;9650.86;24636.75762;9650.85;9990;9645;9936.4;37702.08984;9936.4;9990;9473.56;9656.13;55796.59612;9655.52;9675;9250;9315.84;54379.34455;FALSE
9650.85;9990;9645;9936.4;37702.08984;9936.4;9990;9473.56;9656.13;55796.59612;9655.52;9675;9250;9315.84;54379.34455;9316.48;9377.44;8633.63;8785.25;92130.34548;TRUE
9936.4;9990;9473.56;9656.13;55796.59612;9655.52;9675;9250;9315.84;54379.34455;9316.48;9377.44;8633.63;8785.25;92130.34548;8786;8971.77;8531;8823.21;72483.57876;FALSE
9655.52;9675;9250;9315.84;54379.34455;9316.48;9377.44;8633.63;8785.25;92130.34548;8786;8971.77;8531;8823.21;72483.57876;8823.25;8900;8445;8692.91;71155.20898;FALSE
9316.48;9377.44;8633.63;8785.25;92130.34548;8786;8971.77;8531;8823.21;72483.57876;8823.25;8900;8445;8692.91;71155.20898;8690.8;8790;8523.55;8523.61;36748.18304;TRUE
8786;8971.77;8531;8823.21;72483.57876;8823.25;8900;8445;8692.91;71155.20898;8690.8;8790;8523.55;8523.61;36748.18304;8523.61;8750;8411;8531.88;43892.20178;TRUE
8823.25;8900;8445;8692.91;71155.20898;8690.8;8790;8523.55;8523.61;36748.18304;8523.61;8750;8411;8531.88;43892.20178;8530.3;8965.75;8498;8915.24;60401.31773;FALSE
8690.8;8790;8523.55;8523.61;36748.18304;8523.61;8750;8411;8531.88;43892.20178;8530.3;8965.75;8498;8915.24;60401.31773;8911.18;8919.65;8651;8760.07;55154.99728;FALSE
8523.61;8750;8411;8531.88;43892.20178;8530.3;8965.75;8498;8915.24;60401.31773;8911.18;8919.65;8651;8760.07;55154.99728;8760.07;8848.29;8660;8750.87;38696.48258;TRUE
8530.3;8965.75;8498;8915.24;60401.31773;8911.18;8919.65;8651;8760.07;55154.99728;8760.07;8848.29;8660;8750.87;38696.48258;8750.99;9159.42;8746.54;9054.68;58201.86636;TRUE
8911.18;8919.65;8651;8760.07;55154.99728;8760.07;8848.29;8660;8750.87;38696.48258;8750.99;9159.42;8746.54;9054.68;58201.86636;9054.64;9170;8985.5;9131.88;43782.94804;FALSE
8760.07;8848.29;8660;8750.87;38696.48258;8750.99;9159.42;8746.54;9054.68;58201.86636;9054.64;9170;8985.5;9131.88;43782.94804;9130.89;9188;8835;8886.66;45422.20453;FALSE
8750.99;9159.42;8746.54;9054.68;58201.86636;9054.64;9170;8985.5;9131.88;43782.94804;9130.89;9188;8835;8886.66;45422.20453;8885.25;8886.76;8000;8033.31;77537.31517;FALSE
9054.64;9170;8985.5;9131.88;43782.94804;9130.89;9188;8835;8886.66;45422.20453;8885.25;8886.76;8000;8033.31;77537.31517;8034.76;8179.31;7632.01;7929.87;116968.8633;FALSE
9130.89;9188;8835;8886.66;45422.20453;8885.25;8886.76;8000;8033.31;77537.31517;8034.76;8179.31;7632.01;7929.87;116968.8633;7929.87;8149;7728.01;7894.56;86783.44388;TRUE
8885.25;8886.76;8000;8033.31;77537.31517;8034.76;8179.31;7632.01;7929.87;116968.8633;7929.87;8149;7728.01;7894.56;86783.44388;7894.57;7980;7590;7934.52;79942.41117;FALSE
8034.76;8179.31;7632.01;7929.87;116968.8633;7929.87;8149;7728.01;7894.56;86783.44388;7894.57;7980;7590;7934.52;79942.41117;7934.58;7966.17;4410;4800;261505.6087;TRUE
7929.87;8149;7728.01;7894.56;86783.44388;7894.57;7980;7590;7934.52;79942.41117;7934.58;7966.17;4410;4800;261505.6087;4800.01;5955;3782.13;5578.6;402201.6738;FALSE
7894.57;7980;7590;7934.52;79942.41117;7934.58;7966.17;4410;4800;261505.6087;4800.01;5955;3782.13;5578.6;402201.6738;5576.05;5640.52;5055.13;5172.06;136910.136;TRUE
7934.58;7966.17;4410;4800;261505.6087;4800.01;5955;3782.13;5578.6;402201.6738;5576.05;5640.52;5055.13;5172.06;136910.136;5172.48;5940;5093.1;5361.3;139916.1465;FALSE
4800.01;5955;3782.13;5578.6;402201.6738;5576.05;5640.52;5055.13;5172.06;136910.136;5172.48;5940;5093.1;5361.3;139916.1465;5360.33;5365.42;4442.12;5028.97;227276.9228;TRUE
5576.05;5640.52;5055.13;5172.06;136910.136;5172.48;5940;5093.1;5361.3;139916.1465;5360.33;5365.42;4442.12;5028.97;227276.9228;5028.86;5525;4921.45;5312.64;150089.9263;TRUE
5172.48;5940;5093.1;5361.3;139916.1465;5360.33;5365.42;4442.12;5028.97;227276.9228;5028.86;5525;4921.45;5312.64;150089.9263;5312.64;5436.17;5009.37;5393.04;137127.6349;TRUE
5360.33;5365.42;4442.12;5028.97;227276.9228;5028.86;5525;4921.45;5312.64;150089.9263;5312.64;5436.17;5009.37;5393.04;137127.6349;5393.26;6400;5252.53;6162.37;199020.8734;TRUE
5028.86;5525;4921.45;5312.64;150089.9263;5312.64;5436.17;5009.37;5393.04;137127.6349;5393.26;6400;5252.53;6162.37;199020.8734;6162.05;6900;5670;6208.36;219298.3295;FALSE
5312.64;5436.17;5009.37;5393.04;137127.6349;5393.26;6400;5252.53;6162.37;199020.8734;6162.05;6900;5670;6208.36;219298.3295;6204.57;6456.98;5860.02;6186.98;128913.6684;FALSE
5393.26;6400;5252.53;6162.37;199020.8734;6162.05;6900;5670;6208.36;219298.3295;6204.57;6456.98;5860.02;6186.98;128913.6684;6187.04;6407.87;5734.01;5816.19;119115.9905;TRUE
6162.05;6900;5670;6208.36;219298.3295;6204.57;6456.98;5860.02;6186.98;128913.6684;6187.04;6407.87;5734.01;5816.19;119115.9905;5816.05;6600;5688;6467.31;164674.2158;TRUE
6204.57;6456.98;5860.02;6186.98;128913.6684;6187.04;6407.87;5734.01;5816.19;119115.9905;5816.05;6600;5688;6467.31;164674.2158;6465.25;6833;6371.33;6744.72;151138.0099;FALSE
6187.04;6407.87;5734.01;5816.19;119115.9905;5816.05;6600;5688;6467.31;164674.2158;6465.25;6833;6371.33;6744.72;151138.0099;6744.69;6957.96;6450;6677.43;132155.735;TRUE
5816.05;6600;5688;6467.31;164674.2158;6465.25;6833;6371.33;6744.72;151138.0099;6744.69;6957.96;6450;6677.43;132155.735;6677.42;6780;6510;6737.36;83026.55521;FALSE
6465.25;6833;6371.33;6744.72;151138.0099;6744.69;6957.96;6450;6677.43;132155.735;6677.42;6780;6510;6737.36;83026.55521;6737.27;6842.59;6261;6359.11;82914.96835;FALSE
6744.69;6957.96;6450;6677.43;132155.735;6677.42;6780;6510;6737.36;83026.55521;6737.27;6842.59;6261;6359.11;82914.96835;6359.11;6360;6024;6236.65;93159.69343;FALSE
6677.42;6780;6510;6737.36;83026.55521;6737.27;6842.59;6261;6359.11;82914.96835;6359.11;6360;6024;6236.65;93159.69343;6236.65;6266;5866.56;5881.42;63311.62771;TRUE
6737.27;6842.59;6261;6359.11;82914.96835;6359.11;6360;6024;6236.65;93159.69343;6236.65;6266;5866.56;5881.42;63311.62771;5880.5;6599;5857.76;6394.38;118889.55;TRUE
6359.11;6360;6024;6236.65;93159.69343;6236.65;6266;5866.56;5881.42;63311.62771;5880.5;6599;5857.76;6394.38;118889.55;6394.45;6523.23;6321.4;6410.44;72337.59526;TRUE
6236.65;6266;5866.56;5881.42;63311.62771;5880.5;6599;5857.76;6394.38;118889.55;6394.45;6523.23;6321.4;6410.44;72337.59526;6412.14;6679.94;6150.11;6642.92;97500.7524;TRUE
5880.5;6599;5857.76;6394.38;118889.55;6394.45;6523.23;6321.4;6410.44;72337.59526;6412.14;6679.94;6150.11;6642.92;97500.7524;6643.36;7198;6551;6794.09;149299.9069;FALSE
6394.45;6523.23;6321.4;6410.44;72337.59526;6412.14;6679.94;6150.11;6642.92;97500.7524;6643.36;7198;6551;6794.09;149299.9069;6793.86;7048;6602.1;6734.1;104080.2769;TRUE
6412.14;6679.94;6150.11;6642.92;97500.7524;6643.36;7198;6551;6794.09;149299.9069;6793.86;7048;6602.1;6734.1;104080.2769;6732.97;6990.41;6650.01;6856.99;72990.86114;FALSE
6643.36;7198;6551;6794.09;149299.9069;6793.86;7048;6602.1;6734.1;104080.2769;6732.97;6990.41;6650.01;6856.99;72990.86114;6857.41;6895.54;6677.52;6772.78;49685.35698;TRUE
6793.86;7048;6602.1;6734.1;104080.2769;6732.97;6990.41;6650.01;6856.99;72990.86114;6857.41;6895.54;6677.52;6772.78;49685.35698;6772.78;7355.14;6765;7329.9;118052.0008;FALSE
6732.97;6990.41;6650.01;6856.99;72990.86114;6857.41;6895.54;6677.52;6772.78;49685.35698;6772.78;7355.14;6765;7329.9;118052.0008;7329.9;7459.69;7077;7197.32;103585.1689;TRUE
6857.41;6895.54;6677.52;6772.78;49685.35698;6772.78;7355.14;6765;7329.9;118052.0008;7329.9;7459.69;7077;7197.32;103585.1689;7197.32;7420;7150;7361.28;76059.14584;FALSE
6772.78;7355.14;6765;7329.9;118052.0008;7329.9;7459.69;7077;7197.32;103585.1689;7197.32;7420;7150;7361.28;76059.14584;7360.26;7371.92;7108.08;7283.54;61094.87242;FALSE
7329.9;7459.69;7077;7197.32;103585.1689;7197.32;7420;7150;7361.28;76059.14584;7360.26;7371.92;7108.08;7283.54;61094.87242;7283.54;7295.75;6739.98;6858.92;104674.6234;TRUE
7197.32;7420;7150;7361.28;76059.14584;7360.26;7371.92;7108.08;7283.54;61094.87242;7283.54;7295.75;6739.98;6858.92;104674.6234;6858.92;6944.3;6760;6876.83;45470.29321;TRUE
7360.26;7371.92;7108.08;7283.54;61094.87242;7283.54;7295.75;6739.98;6858.92;104674.6234;6858.92;6944.3;6760;6876.83;45470.29321;6876.84;7177;6780;6903.79;73868.6665;FALSE
7283.54;7295.75;6739.98;6858.92;104674.6234;6858.92;6944.3;6760;6876.83;45470.29321;6876.84;7177;6780;6903.79;73868.6665;6903.79;6903.79;6575;6837.91;96415.47657;TRUE
6858.92;6944.3;6760;6876.83;45470.29321;6876.84;7177;6780;6903.79;73868.6665;6903.79;6903.79;6575;6837.91;96415.47657;6838.04;6978;6754.28;6868.7;69068.62329;FALSE
6876.84;7177;6780;6903.79;73868.6665;6903.79;6903.79;6575;6837.91;96415.47657;6838.04;6978;6754.28;6868.7;69068.62329;6868.57;6933;6605;6621.24;61571.38499;TRUE
6903.79;6903.79;6575;6837.91;96415.47657;6838.04;6978;6754.28;6868.7;69068.62329;6868.57;6933;6605;6621.24;61571.38499;6621.25;7190;6468.27;7101.94;125009.8575;FALSE
6838.04;6978;6754.28;6868.7;69068.62329;6868.57;6933;6605;6621.24;61571.38499;6621.25;7190;6468.27;7101.94;125009.8575;7101.99;7148.12;6972.98;7027.55;54126.50976;TRUE
6868.57;6933;6605;6621.24;61571.38499;6621.25;7190;6468.27;7101.94;125009.8575;7101.99;7148.12;6972.98;7027.55;54126.50976;7026.78;7293.08;7014.4;7248.6;49488.54282;FALSE
6621.25;7190;6468.27;7101.94;125009.8575;7101.99;7148.12;6972.98;7027.55;54126.50976;7026.78;7293.08;7014.4;7248.6;49488.54282;7248.6;7266.15;7055.6;7120.74;45664.86393;FALSE
7101.99;7148.12;6972.98;7027.55;54126.50976;7026.78;7293.08;7014.4;7248.6;49488.54282;7248.6;7266.15;7055.6;7120.74;45664.86393;7121.4;7220;6751;6826.83;90149.49137;TRUE
7026.78;7293.08;7014.4;7248.6;49488.54282;7248.6;7266.15;7055.6;7120.74;45664.86393;7121.4;7220;6751;6826.83;90149.49137;6828.98;6940;6762;6841.37;60109.71081;TRUE
7248.6;7266.15;7055.6;7120.74;45664.86393;7121.4;7220;6751;6826.83;90149.49137;6828.98;6940;6762;6841.37;60109.71081;6841.36;7156.38;6818;7125.14;61486.37733;TRUE
7121.4;7220;6751;6826.83;90149.49137;6828.98;6940;6762;6841.37;60109.71081;6841.36;7156.38;6818;7125.14;61486.37733;7125.12;7738;7020;7482.39;102773.5696;TRUE
6828.98;6940;6762;6841.37;60109.71081;6841.36;7156.38;6818;7125.14;61486.37733;7125.12;7738;7020;7482.39;102773.5696;7483.96;7615.96;7388;7505;60182.11994;TRUE
6841.36;7156.38;6818;7125.14;61486.37733;7125.12;7738;7020;7482.39;102773.5696;7483.96;7615.96;7388;7505;60182.11994;7505;7705;7431.07;7538.67;43874.42773;TRUE
7125.12;7738;7020;7482.39;102773.5696;7483.96;7615.96;7388;7505;60182.11994;7505;7705;7431.07;7538.67;43874.42773;7539.03;7700;7480;7693.1;50522.61621;TRUE
7483.96;7615.96;7388;7505;60182.11994;7505;7705;7431.07;7538.67;43874.42773;7539.03;7700;7480;7693.1;50522.61621;7693.1;7792.02;7606;7774.62;65441.33958;FALSE
7505;7705;7431.07;7538.67;43874.42773;7539.03;7700;7480;7693.1;50522.61621;7693.1;7792.02;7606;7774.62;65441.33958;7773.51;7780;7659.12;7738.98;46302.75264;TRUE
7539.03;7700;7480;7693.1;50522.61621;7693.1;7792.02;7606;7774.62;65441.33958;7773.51;7780;7659.12;7738.98;46302.75264;7738.58;8952.89;7710.05;8778.57;183546.8875;FALSE
7693.1;7792.02;7606;7774.62;65441.33958;7773.51;7780;7659.12;7738.98;46302.75264;7738.58;8952.89;7710.05;8778.57;183546.8875;8778.58;9460;8401;8620;206277.2141;TRUE
7773.51;7780;7659.12;7738.98;46302.75264;7738.58;8952.89;7710.05;8778.57;183546.8875;8778.58;9460;8401;8620;206277.2141;8620;9059.18;8613.56;8826.96;91468.81506;TRUE
7738.58;8952.89;7710.05;8778.57;183546.8875;8778.58;9460;8401;8620;206277.2141;8620;9059.18;8613.56;8826.96;91468.81506;8825.67;9010;8753;8972.05;59002.08755;FALSE
8778.58;9460;8401;8620;206277.2141;8620;9059.18;8613.56;8826.96;91468.81506;8825.67;9010;8753;8972.05;59002.08755;8972.58;9200;8712;8894.16;90126.06564;FALSE
8620;9059.18;8613.56;8826.96;91468.81506;8825.67;9010;8753;8972.05;59002.08755;8972.58;9200;8712;8894.16;90126.06564;8894.15;8950;8522;8871.96;84418.51233;TRUE
8825.67;9010;8753;8972.05;59002.08755;8972.58;9200;8712;8894.16;90126.06564;8894.15;8950;8522;8871.96;84418.51233;8871.92;9118.58;8760;9021.83;76480.76534;TRUE
8972.58;9200;8712;8894.16;90126.06564;8894.15;8950;8522;8871.96;84418.51233;8871.92;9118.58;8760;9021.83;76480.76534;9021.36;9395;8906.21;9142.92;105925.3024;TRUE
8894.15;8950;8522;8871.96;84418.51233;8871.92;9118.58;8760;9021.83;76480.76534;9021.36;9395;8906.21;9142.92;105925.3024;9143.4;10067;9021;9986.4;147154.6114;FALSE
8871.92;9118.58;8760;9021.83;76480.76534;9021.36;9395;8906.21;9142.92;105925.3024;9143.4;10067;9021;9986.4;147154.6114;9986.3;10035.96;9705;9800.01;100683.7964;FALSE
9021.36;9395;8906.21;9142.92;105925.3024;9143.4;10067;9021;9986.4;147154.6114;9986.3;10035.96;9705;9800.01;100683.7964;9800.02;9914.25;9520;9539.4;81950.67957;FALSE
